date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,state,statezip,country
02-05-2024,749549,5,2.1,2725,2321,2.4,1,1,3,2207,518,1998,1996,7607 Circular Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,861815,4,2.5,1515,8259,1.8,1,1,5,905,610,1966,0,3227 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,4041601,3,3,3876,1313,2.4,1,4,5,2084,1792,2013,0,9259 Circular Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,1535830,1,2.9,4400,5756,2.7,0,1,1,924,3476,1968,2014,4994 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,4778627,3,1.7,2454,9042,2.1,0,0,3,2327,127,2003,0,2267 Park Street,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,1488480,4,2.6,4000,2507,2,0,3,3,1874,2126,1969,2012,7761 Circular Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,2688060,1,2.6,4455,3108,1.6,1,2,2,3881,574,1954,2005,6909 Circular Road,Patna,Bihar,Bihar 115249,India
02-05-2024,1057700,5,2,811,4578,2.4,1,0,5,772,39,1971,1998,4449 Main Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,3488102,3,2.1,2576,3401,2.3,0,2,2,1391,1185,2022,2015,9059 MG Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,4361972,2,1.9,1632,8307,2.1,1,0,4,1125,507,2002,0,2273 Park Street,Delhi,Delhi,Delhi 114299,India
02-05-2024,2330230,4,1.7,3125,2617,2.7,0,1,5,2735,390,2011,0,3555 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,3884321,3,1.9,733,7413,1.8,1,4,4,617,116,1978,0,6946 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,3011170,1,1.8,1072,4364,2.2,1,0,2,842,230,2005,0,2099 Station Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,504401,1,2,2554,6610,2.6,0,0,4,2130,424,2010,0,4397 Station Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,735098,3,1.8,2183,4067,2.6,1,2,5,1694,489,1965,1993,8084 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,931478,2,2.8,3932,3369,1.2,0,0,3,797,3135,2021,2013,7881 Circular Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,1365047,1,1.3,1619,8065,1.3,1,1,4,1343,276,2016,0,1197 MG Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,4197484,4,2.6,974,9543,1.4,1,3,5,819,155,1986,2003,1187 MG Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,563133,3,1.1,1620,5894,2.6,0,4,1,1620,0,2023,2009,3851 Circular Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,515553,1,2.9,4580,2451,1.5,1,3,1,3691,889,1952,0,381 Main Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,944847,4,2.5,4642,3798,2.8,0,1,5,2313,2329,1952,0,3254 MG Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,1664766,1,1.6,2575,5808,1.8,1,0,5,2311,264,1953,0,3869 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,1391453,5,1.7,3199,8736,1.8,0,3,4,731,2468,1981,0,6746 Main Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,3993921,1,2.8,2417,5656,2.6,0,4,5,679,1738,1999,0,3514 Station Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,4516902,4,1.1,2921,2060,2.8,1,4,1,808,2113,2011,0,3246 Circular Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,2986444,4,1.5,2916,2451,2.9,1,2,5,804,2112,1985,0,5538 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,1352466,4,2,2488,6226,2.1,0,0,3,979,1509,1961,0,4377 Circular Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,3854340,4,1.3,3389,3550,2.4,1,4,4,2088,1301,2005,0,7172 MG Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,2186477,1,1.3,965,6639,2.7,1,2,3,549,416,2005,0,7439 MG Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2629778,2,1.6,3324,3722,2.2,0,0,5,2152,1172,2017,1992,1425 Circular Road,Patna,Bihar,Bihar 115249,India
02-05-2024,1863327,3,1.7,1953,7366,1.8,0,0,3,1637,316,1962,1993,2446 Park Street,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,1085444,2,2.5,1712,5695,1.2,0,0,5,1662,50,1967,0,5128 Station Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,2459446,1,2.2,1600,8465,1.7,0,2,3,1333,267,1985,1991,3627 Circular Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,575745,4,2.2,4049,4694,2.1,1,2,5,2102,1947,2003,0,5633 MG Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,4345224,5,2.4,1977,5450,1.9,1,3,4,1836,141,1953,0,3200 MG Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,1048135,2,2.2,2134,4727,1.1,0,2,1,625,1509,2012,2005,2516 Park Street,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1915529,5,2.2,3493,3845,2.9,0,1,3,1554,1939,1957,1996,5375 Park Street,Patna,Bihar,Bihar 115249,India
02-05-2024,907379,4,2.3,3672,9315,1.1,0,1,5,2149,1523,1995,2014,4386 MG Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,976664,2,2.7,2740,4061,2.7,1,3,1,2562,178,1952,0,9904 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2858771,1,1.9,4233,7542,1.4,0,4,3,3609,624,2009,2004,9546 MG Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,3804212,2,2.6,1584,5494,1.3,1,3,1,971,613,2021,2012,3156 Park Street,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,3847955,5,1.1,3856,5116,2.9,1,2,4,2168,1688,1970,0,4613 Station Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4794437,4,1.5,2316,1495,1.8,1,1,3,905,1411,1967,0,5959 Circular Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,830631,3,2.7,541,6823,1.6,0,0,2,502,39,2015,0,4250 Main Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,3377042,5,1.7,858,8376,1.4,0,1,1,829,29,2016,2009,5608 MG Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,2979627,5,2.1,1360,8356,2.8,1,1,3,646,714,1984,2015,9469 Station Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3573940,1,2.3,4805,6481,2.9,0,2,3,517,4288,1987,0,6928 MG Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,2122918,4,2.1,1790,1644,2.7,0,1,2,983,807,1997,0,7854 MG Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,3684621,5,2.2,3824,4339,1.3,0,2,4,1649,2175,2001,0,1095 MG Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3049036,1,2.9,3814,4367,1.1,0,3,3,1123,2691,1988,0,4092 Park Street,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,3122131,3,2.2,3618,2716,1.4,1,2,4,1819,1799,1971,0,1205 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,3047901,5,2.7,1274,5195,1.1,0,1,4,1269,5,2002,0,5544 Circular Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,2434100,5,1.4,2931,7694,2.5,1,3,2,960,1971,1979,1990,6863 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1397040,5,1,1362,5662,1.8,1,4,2,916,446,1973,0,2118 Park Street,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,3549356,2,1.3,2836,4432,2.6,0,4,4,1091,1745,1972,2003,9827 Station Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4094365,3,2.6,3631,3843,2,1,4,2,2851,780,2009,0,7795 Station Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,4957619,2,1.1,4838,3041,2.7,0,3,1,2162,2676,2009,2012,992 Park Street,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,1174256,3,2.3,2031,4174,1.3,1,1,4,1633,398,1964,2015,9517 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,3128734,3,1.6,2986,1199,1.4,0,1,1,733,2253,2010,2016,9834 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,1507120,4,2.5,2534,2709,1.3,0,1,5,2407,127,2022,2012,6665 Circular Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1874165,5,2.1,1907,9022,2.7,0,0,3,884,1023,1964,2020,645 Park Street,Patna,Bihar,Bihar 115249,India
02-05-2024,1911160,4,1.7,2657,7135,1.7,0,4,2,2441,216,2001,0,9996 MG Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,1463596,2,1.1,967,1185,2.7,0,1,2,855,112,2020,0,8443 Circular Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,1886279,1,2.2,4452,5342,1.3,0,4,2,2579,1873,2004,0,6617 Park Street,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,3697390,3,3,2521,6363,1.8,0,4,1,2485,36,1999,0,9440 Circular Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,4393932,2,2,4165,5726,1.8,1,2,3,1501,2664,2006,2019,8108 MG Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,4114470,3,2.1,579,9414,2,1,4,5,576,3,1976,1991,3902 Park Street,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,3700837,3,2.3,4838,4950,2.9,0,2,1,1541,3297,1968,2012,5972 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,4058179,3,2.7,854,2835,1.4,1,3,5,644,210,1955,2016,3268 Circular Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4465284,1,1.6,2440,1242,1.1,0,2,1,1414,1026,2019,2008,9279 Main Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,3724165,3,1.1,1158,3812,2,0,3,3,641,517,1965,0,8970 Station Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2027330,3,1.2,3304,2368,1.9,0,0,4,1676,1628,1979,0,225 Circular Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,1766071,2,1.7,4065,6882,2.8,0,3,4,518,3547,2013,2019,6186 Circular Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4817241,5,2,1362,9911,2.7,1,3,1,675,687,1988,2003,369 Station Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,3566037,1,2.5,3534,3211,1.7,1,4,2,1837,1697,1990,1997,1116 Park Street,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,3913300,2,1.8,519,5337,2.5,1,1,5,504,15,1989,2005,9091 Main Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,2635212,5,2,2586,5361,2.1,1,1,3,2153,433,1973,2004,4290 Circular Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,1784951,1,2.5,3692,4088,2,0,0,3,1854,1838,1963,0,7530 Circular Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,1317039,3,2,2235,4910,1.2,0,0,2,1488,747,1980,0,737 Park Street,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1131189,5,1.3,4447,1097,2.1,0,4,1,4326,121,1999,0,7435 Circular Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4668414,5,2.1,1236,2230,1.1,0,0,3,953,283,1973,2022,2966 Park Street,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,4983408,5,1.5,1338,7987,2,0,4,1,885,453,1962,0,8507 Circular Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,4103255,4,1.7,2852,8728,2.4,0,0,2,1355,1497,1993,0,5438 MG Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,901091,1,2,4298,2906,1.9,0,4,2,805,3493,2011,2023,9397 Circular Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,4995336,2,2.6,4550,3243,1,1,4,1,1052,3498,1979,0,7796 Circular Road,Patna,Bihar,Bihar 115249,India
02-05-2024,619536,5,2.3,3252,3187,2.2,0,4,3,2923,329,1996,2014,2092 Main Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,1260147,1,3,844,9698,2.2,0,1,2,511,333,1976,2013,8576 Station Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,881230,3,2.5,1925,1804,2,1,0,3,1838,87,1972,0,8054 Main Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,3989844,1,1.7,3727,8024,2.9,1,1,5,1968,1759,1963,0,3661 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,2829019,3,2,4283,6495,2.7,1,2,5,3085,1198,2009,0,9608 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,4877338,1,1.4,2563,1379,1.5,0,3,1,1234,1329,2004,0,6205 Main Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,619202,1,2,2011,6403,2.6,0,4,2,517,1494,1999,0,4858 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,655214,4,2.9,1497,5327,1.6,0,2,5,1483,14,2003,0,4794 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,1006005,5,2.7,3007,7160,1.9,0,4,1,1316,1691,1985,1990,9695 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,4534916,3,2.6,933,7023,2.9,1,4,3,564,369,1963,0,6583 Station Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,4790299,5,1.3,1634,2507,1.5,1,2,1,1502,132,2012,1997,9546 Circular Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,3375831,3,2.6,4459,2622,1.2,1,0,2,1063,3396,1994,0,7059 Circular Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1743146,3,1.7,3425,2471,1.6,0,4,2,544,2881,1974,2018,8141 Station Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,1750879,3,2.2,4467,5509,2.3,1,3,3,2640,1827,1986,2002,7163 Main Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,1851686,1,2,3539,1034,2.7,0,2,3,1148,2391,1990,2007,20 Main Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,934395,1,2.5,4215,8360,2.8,0,4,5,1011,3204,1968,0,7196 MG Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1650152,5,2.9,4299,7227,1.7,1,0,4,925,3374,1984,0,3164 MG Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,4190521,2,1,3320,1053,2.4,1,4,3,3315,5,2016,2010,7502 Main Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4419216,2,2.1,4822,5918,2.5,0,2,1,775,4047,2018,2010,9892 Park Street,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,4668579,5,1.5,4624,3552,2.1,0,3,2,4276,348,2013,1999,3512 Circular Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,2572826,4,1.4,2505,9823,2.7,1,0,5,2355,150,1996,0,3175 Circular Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,1345687,5,1.5,4136,7155,2.7,0,3,4,1865,2271,1968,0,5348 Park Street,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,3420005,5,1.9,1917,3645,1.2,1,3,4,1732,185,1985,0,9881 Station Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,4869041,4,2.2,2338,3597,2.6,1,4,3,1652,686,1989,0,1307 Park Street,Patna,Bihar,Bihar 115249,India
02-05-2024,884467,4,1.6,1067,9994,2.4,0,3,4,584,483,1977,0,5081 MG Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,1155548,5,1.5,4384,3186,1.8,1,0,1,1613,2771,1988,2020,2367 MG Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,2877218,5,2.3,3373,7160,2.7,1,0,5,3226,147,1961,2002,5358 Station Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,2747975,2,1.2,2929,9551,2.5,0,0,5,2496,433,1958,0,8435 Park Street,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,534271,1,1.3,3054,7410,1,1,2,1,851,2203,1998,2007,318 Station Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,2419151,1,2.9,2272,4708,1.7,0,0,1,678,1594,1985,2019,5943 Park Street,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,1601394,4,1.5,3232,5495,2.7,1,1,5,2772,460,1975,1991,4820 Park Street,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3889564,2,1.8,2921,3183,1.4,0,2,3,672,2249,2015,0,2484 Park Street,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,4035735,1,1.8,3368,4726,1.7,1,1,5,881,2487,1959,0,996 Circular Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,3172779,1,1,3738,5002,2.9,0,3,2,1162,2576,1997,2000,8881 Park Street,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,3918247,1,1.6,572,1335,1.2,0,1,2,539,33,2013,2005,5016 MG Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,923843,3,2.4,4831,7699,2.3,0,4,4,2304,2527,1962,0,2786 MG Road,Patna,Bihar,Bihar 115249,India
02-05-2024,2916619,2,2.2,3778,8646,2.8,1,1,1,2027,1751,1960,2001,4576 Circular Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,4313599,2,1.8,4049,1044,2.7,0,3,3,1833,2216,1963,2022,2196 Station Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1336023,1,2.6,1002,8484,3,0,0,1,551,451,1990,0,571 MG Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,1099791,2,2.1,4653,7526,1.8,0,4,4,2131,2522,1992,1994,8244 Station Road,Patna,Bihar,Bihar 115249,India
02-05-2024,1676251,3,2.5,964,3535,2,0,2,4,834,130,2021,2006,8605 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,2909917,5,1.5,2539,2760,2.8,1,3,3,1147,1392,1958,2016,1522 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3128042,5,2.5,4370,1529,1.3,1,4,1,2502,1868,1973,2009,7624 Main Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,4472929,5,2.2,3456,8053,2.3,1,0,4,2149,1307,1961,0,4423 Main Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,517876,4,1.1,1339,4335,2.4,0,2,5,811,528,1968,0,4560 Station Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,3117454,5,2.1,4052,3941,1.5,1,3,2,3352,700,1957,1993,7506 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4988900,3,1.5,2004,5970,2.2,0,2,3,920,1084,2010,2022,9133 Station Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,2152280,3,2.8,3031,2740,1.9,0,2,3,2355,676,1987,2019,9711 MG Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,1723387,4,2.8,2647,6695,1.5,1,1,4,2117,530,2013,1992,1958 Main Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,4469860,5,2.3,4180,3667,2,1,4,4,2194,1986,1996,0,1080 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,4114251,2,2.7,2407,5667,2,1,1,1,1568,839,1973,0,2747 Main Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,3511341,5,2.7,848,5988,1.8,1,0,5,523,325,1993,1998,5825 Circular Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,2892839,5,1.9,2681,9600,2.2,1,0,4,1565,1116,1968,2020,4698 Circular Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,4970870,1,1,2585,3636,2.7,0,0,2,1950,635,2007,0,1223 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,2643705,4,1.9,1279,7783,1.7,1,3,4,658,621,2000,0,4669 Park Street,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,2010775,2,3,4414,4600,2.5,1,4,5,4120,294,1978,0,5946 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,2927412,5,2,2275,3723,1.9,0,3,5,819,1456,1991,0,9598 Station Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1069571,2,2.4,3540,1523,1.6,1,2,5,2517,1023,1954,0,7673 Park Street,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,2605349,5,2.4,3788,3879,2.7,0,0,4,3024,764,1992,1991,8904 Circular Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,829435,4,1.8,869,8915,1.2,0,1,4,797,72,1977,0,4543 Station Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,3134197,4,2.2,4021,7239,1.6,1,0,2,1833,2188,2000,0,9706 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4585029,2,2,3406,9224,3,1,3,3,2050,1356,2006,2008,4529 Circular Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,2251388,1,1.2,1065,1708,2.3,1,2,5,1001,64,1984,1990,8824 Circular Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,882803,1,3,2495,3262,1.9,0,3,5,2216,279,1972,0,5833 Main Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,1802782,5,1.1,4121,7168,1.2,0,2,2,3732,389,2010,0,6238 Station Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4343389,5,2.3,2916,6943,2.8,0,0,4,712,2204,1951,0,3763 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4966577,4,1.9,1816,4756,2.3,1,0,1,1107,709,1963,0,3516 Park Street,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,4857867,3,2.4,2975,3927,2.6,0,3,3,2359,616,2010,0,5107 MG Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2699345,2,2.5,4471,2858,1.9,0,3,4,3373,1098,1979,1996,765 Main Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,543931,5,1.3,3024,6952,2.1,1,2,4,2782,242,2015,0,4789 Park Street,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,2059865,3,2.7,2518,7855,1.1,0,3,1,2476,42,1953,0,7087 MG Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,4851304,2,2.9,2568,8008,2,0,3,5,1794,774,1989,2015,6053 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,3033473,2,2.9,2292,4312,1.9,0,3,3,961,1331,2015,0,4633 Circular Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,2673205,5,2.2,522,3732,1.7,1,2,2,508,14,1993,2008,5210 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,2164593,4,1.4,2365,2216,2.7,0,1,4,1112,1253,2009,1995,6845 Park Street,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,2717748,3,2.8,2837,1248,1.5,0,2,1,2136,701,2015,0,569 MG Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2520315,5,2.3,2484,1248,2.4,1,3,2,899,1585,1968,0,2360 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,3377091,5,2,1691,3041,2.6,1,4,5,1577,114,1989,1995,9742 Main Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1887687,2,1.5,3557,5722,1.3,1,3,3,3438,119,1955,2001,4474 MG Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,3571218,5,1.9,2371,5899,1.8,0,1,5,1882,489,1993,2001,8660 Main Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,3102033,3,3,3832,2496,2.9,0,4,3,2362,1470,1975,1997,3073 Station Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1273155,5,2.1,2029,6856,2.5,0,0,3,1891,138,1962,2015,9376 Station Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,1111665,4,1.1,1892,1296,1.8,0,2,4,1787,105,1956,1999,9287 Park Street,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,4029329,3,1.8,4860,9038,1.8,0,1,1,778,4082,1978,2003,8576 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2488220,1,1.2,2729,5459,2.6,1,2,4,2334,395,2003,0,343 Main Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,727487,1,2.7,3029,1691,2.1,0,1,2,724,2305,1971,1996,687 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,3881371,1,1.7,3509,8550,1.6,0,3,1,723,2786,1975,1991,7609 Station Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2429197,4,2.8,2177,5391,1.9,0,1,2,1423,754,1974,0,9033 Park Street,Delhi,Delhi,Delhi 114299,India
02-05-2024,3138128,3,1.3,2267,9123,1.5,1,2,2,1659,608,2001,0,5062 MG Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,1759558,4,1.5,1819,9811,1.7,1,0,1,568,1251,1963,0,4487 Circular Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,1587470,4,1.3,1543,5292,2,1,4,4,882,661,2017,0,6740 Circular Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2132059,4,2.5,4718,8588,1.8,0,1,4,1308,3410,1978,2009,7127 Park Street,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,1204208,3,2,4031,2967,2.9,0,0,5,3225,806,1995,0,326 Main Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,2956912,2,2.8,2912,6764,2,1,3,1,2688,224,1991,0,5818 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,1089175,3,2.7,3880,4119,1.9,0,0,3,628,3252,1956,0,3195 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
